Time;PM10;PM2.5;PM1;PM 4;PM TOT
2024-04-05 00:00:00;2.000;1.000;1.000;2.000;2.000
2024-04-05 00:05:00;2.000;1.000;-999.000;1.000;2.000
2024-04-05 00:10:00;-999.000;-999.000;-999.000;-999.000;-999.000
2024-04-05 00:15:00;-999.000;-999.000;-999.000;-999.000;-999.000
2024-04-05 00:20:00;-999.000;-999.000;-999.000;-999.000;-999.000
2024-04-05 00:25:00;1.000;-999.000;-999.000;1.000;1.000
2024-04-05 00:30:00;2.500;2.000;1.000;2.500;2.500
2024-04-05 00:35:00;3.500;2.000;1.000;3.000;3.500
2024-04-05 00:40:00;3.000;2.000;1.500;3.000;3.000
2024-04-05 00:45:00;1.500;1.000;1.000;1.500;1.500
2024-04-05 00:50:00;1.000;1.000;-999.000;1.000;1.000
2024-04-05 00:55:00;1.500;1.000;1.000;1.000;1.500
2024-04-05 01:00:00;2.000;1.000;1.000;1.000;2.000
2024-04-05 01:05:00;1.000;1.000;-999.000;1.000;1.000
2024-04-05 01:10:00;-999.000;-999.000;-999.000;-999.000;-999.000
2024-04-05 01:15:00;-999.000;-999.000;-999.000;-999.000;-999.000
2024-04-05 01:20:00;1.000;1.000;-999.000;1.000;1.000
2024-04-05 01:25:00;1.000;1.000;1.000;1.000;1.000
2024-04-05 01:30:00;1.000;1.000;1.000;1.000;1.000
2024-04-05 01:35:00;-999.000;-999.000;-999.000;-999.000;-999.000
2024-04-05 01:40:00;-999.000;-999.000;-999.000;-999.000;-999.000
2024-04-05 01:45:00;-999.000;-999.000;-999.000;-999.000;-999.000
2024-04-05 01:50:00;-999.000;-999.000;-999.000;-999.000;-999.000
2024-04-05 01:55:00;-999.000;-999.000;-999.000;-999.000;-999.000
2024-04-05 02:00:00;-999.000;-999.000;-999.000;-999.000;-999.000
2024-04-05 02:05:00;1.000;-999.000;-999.000;-999.000;1.000
2024-04-05 02:10:00;-999.000;-999.000;-999.000;-999.000;-999.000
2024-04-05 02:15:00;-999.000;-999.000;-999.000;-999.000;-999.000
2024-04-05 02:20:00;1.000;1.000;1.000;1.000;1.000
2024-04-05 02:25:00;3.000;2.000;1.000;2.000;3.000
2024-04-05 02:30:00;2.000;2.000;1.000;2.000;2.000
2024-04-05 02:35:00;2.000;2.000;1.000;2.000;2.000
2024-04-05 02:40:00;2.000;1.500;1.000;2.000;2.000
2024-04-05 02:45:00;2.000;2.000;1.000;2.000;2.000
2024-04-05 02:50:00;2.000;2.000;1.000;2.000;2.000
2024-04-05 02:55:00;2.000;2.000;2.000;2.000;2.000
2024-04-05 03:00:00;3.000;3.000;2.000;3.000;3.000
2024-04-05 03:05:00;3.000;3.000;2.000;3.000;3.000
2024-04-05 03:10:00;5.500;4.500;3.000;5.500;5.500
2024-04-05 03:15:00;3.000;3.000;2.000;3.000;3.000
2024-04-05 03:20:00;3.000;3.000;2.000;3.000;3.000
2024-04-05 03:25:00;2.000;2.000;2.000;2.000;2.000
2024-04-05 03:30:00;3.000;3.000;2.000;3.000;3.000
2024-04-05 03:35:00;3.000;3.000;2.000;3.000;3.000
2024-04-05 03:40:00;3.000;3.000;2.000;3.000;3.000
2024-04-05 03:45:00;4.000;3.000;2.000;4.000;4.000
2024-04-05 03:50:00;4.000;4.000;3.000;4.000;4.000
2024-04-05 03:55:00;4.000;4.000;3.000;4.000;4.000
2024-04-05 04:00:00;4.500;4.000;3.000;4.500;4.500
2024-04-05 04:05:00;4.000;4.000;3.000;4.000;4.000
2024-04-05 04:10:00;4.000;4.000;3.000;4.000;4.000
2024-04-05 04:15:00;4.000;4.000;3.000;4.000;4.000
2024-04-05 04:20:00;4.000;4.000;3.000;4.000;4.000
2024-04-05 04:25:00;4.500;4.000;3.000;4.000;4.500
2024-04-05 04:30:00;5.000;4.000;3.000;5.000;5.000
2024-04-05 04:35:00;6.000;5.000;4.000;6.000;6.000
2024-04-05 04:40:00;6.000;5.000;4.000;6.000;6.000
2024-04-05 04:45:00;5.500;5.000;4.000;5.500;5.500
2024-04-05 04:50:00;5.000;5.000;4.000;5.000;5.000
2024-04-05 04:55:00;3.000;3.000;2.000;3.000;3.000
2024-04-05 05:00:00;2.000;2.000;1.000;2.000;2.000
2024-04-05 05:05:00;2.000;2.000;1.500;2.000;2.000
2024-04-05 05:10:00;3.000;2.000;2.000;3.000;3.000
2024-04-05 05:15:00;3.000;3.000;2.000;3.000;3.000
2024-04-05 05:20:00;3.000;3.000;2.000;3.000;3.000
2024-04-05 05:25:00;3.500;3.000;2.000;3.000;3.500
2024-04-05 05:30:00;3.000;3.000;2.000;3.000;3.000
2024-04-05 05:35:00;4.000;3.500;3.000;4.000;4.000
2024-04-05 05:40:00;3.000;3.000;2.000;3.000;3.000
2024-04-05 05:45:00;4.000;4.000;2.500;4.000;4.000
2024-04-05 05:50:00;4.000;4.000;3.000;4.000;4.000
2024-04-05 05:55:00;4.000;4.000;3.000;4.000;4.000
2024-04-05 06:00:00;5.000;5.000;3.000;5.000;5.000
2024-04-05 06:05:00;5.000;5.000;3.500;5.000;5.000
2024-04-05 06:10:00;5.000;5.000;4.000;5.000;5.000
2024-04-05 06:15:00;5.000;5.000;4.000;5.000;5.000
2024-04-05 06:20:00;5.000;5.000;4.000;5.000;5.000
2024-04-05 06:25:00;5.000;5.000;3.500;5.000;5.000
