sep=;
"Time";"PM10";"PM2.5";"PM1";"PM 4";"PM TOT"
"2024-06-08T00:00:00+00:00";37;13;12;18;57
"2024-06-08T00:01:00+00:00";12;4;3;6;18
"2024-06-08T00:02:00+00:00";18;9;8;11;37
"2024-06-08T00:03:00+00:00";13;6;5;7;13
"2024-06-08T00:04:00+00:00";33;14;11;19;49
"2024-06-08T00:05:00+00:00";null;null;null;null;null
"2024-06-08T00:06:00+00:00";40;19;16;26;75
"2024-06-08T00:07:00+00:00";42;18;16;25;75
"2024-06-08T00:08:00+00:00";22;15;14;17;40
"2024-06-08T00:09:00+00:00";50;26;24;31;84
"2024-06-08T00:10:00+00:00";2;0;0;1;2
"2024-06-08T00:11:00+00:00";1;0;0;0;1
"2024-06-08T00:12:00+00:00";0;0;0;0;0
"2024-06-08T00:13:00+00:00";4;1;0;1;4
"2024-06-08T00:14:00+00:00";0;0;0;0;0
"2024-06-08T00:15:00+00:00";null;null;null;null;null
"2024-06-08T00:16:00+00:00";6;2;2;3;7
"2024-06-08T00:17:00+00:00";8;2;1;2;19
"2024-06-08T00:18:00+00:00";18;9;8;11;32
"2024-06-08T00:19:00+00:00";3;1;0;1;3
"2024-06-08T00:20:00+00:00";10;4;3;6;14
"2024-06-08T00:21:00+00:00";17;6;5;8;28
"2024-06-08T00:22:00+00:00";17;6;6;7;56
"2024-06-08T00:23:00+00:00";1;0;0;0;1
"2024-06-08T00:24:00+00:00";2;0;0;0;11
"2024-06-08T00:25:00+00:00";null;null;null;null;null
"2024-06-08T00:26:00+00:00";0;0;0;0;4
"2024-06-08T00:27:00+00:00";1;0;0;1;6
"2024-06-08T00:28:00+00:00";0;0;0;0;0
"2024-06-08T00:29:00+00:00";2;1;1;1;16
"2024-06-08T00:30:00+00:00";1;0;0;0;1
"2024-06-08T00:31:00+00:00";1;0;0;0;1
"2024-06-08T00:32:00+00:00";0;0;0;0;0
"2024-06-08T00:33:00+00:00";0;0;0;0;0
"2024-06-08T00:34:00+00:00";null;null;null;null;null
"2024-06-08T00:35:00+00:00";0;0;0;0;0
"2024-06-08T00:36:00+00:00";0;0;0;0;0
