sep=;
"Time";"PM10";"PM2.5";"PM1";"PM 4";"PM TOT"
"2024-06-03T00:00:00+00:00";14;13;9;14;14
"2024-06-03T00:01:00+00:00";14;12;9;14;14
"2024-06-03T00:02:00+00:00";13;12;9;13;13
"2024-06-03T00:03:00+00:00";13;11;8;12;13
"2024-06-03T00:04:00+00:00";15;13;9;14;15
"2024-06-03T00:05:00+00:00";12;11;8;12;12
"2024-06-03T00:06:00+00:00";null;null;null;null;null
"2024-06-03T00:07:00+00:00";14;12;9;14;14
"2024-06-03T00:08:00+00:00";13;11;8;12;13
"2024-06-03T00:09:00+00:00";13;12;9;13;13
"2024-06-03T00:10:00+00:00";14;12;9;13;14
"2024-06-03T00:11:00+00:00";14;12;9;13;14
"2024-06-03T00:12:00+00:00";13;11;9;12;13
"2024-06-03T00:13:00+00:00";13;11;8;12;13
"2024-06-03T00:14:00+00:00";12;11;8;11;12
"2024-06-03T00:15:00+00:00";12;11;8;12;12
"2024-06-03T00:16:00+00:00";null;null;null;null;null
"2024-06-03T00:17:00+00:00";12;10;8;12;12
"2024-06-03T00:18:00+00:00";10;9;7;10;10
"2024-06-03T00:19:00+00:00";13;11;8;12;13
"2024-06-03T00:20:00+00:00";13;12;9;12;13
"2024-06-03T00:21:00+00:00";14;12;9;13;14
"2024-06-03T00:22:00+00:00";15;14;11;15;15
"2024-06-03T00:23:00+00:00";16;15;12;15;16
"2024-06-03T00:24:00+00:00";15;14;11;14;15
"2024-06-03T00:25:00+00:00";15;14;11;15;15
"2024-06-03T00:26:00+00:00";null;null;null;null;null
"2024-06-03T00:27:00+00:00";14;13;10;14;14
"2024-06-03T00:28:00+00:00";14;13;10;14;14
"2024-06-03T00:29:00+00:00";15;13;10;15;15
"2024-06-03T00:30:00+00:00";14;13;10;13;14
"2024-06-03T00:31:00+00:00";14;13;10;14;14
"2024-06-03T00:32:00+00:00";13;12;9;13;13
"2024-06-03T00:33:00+00:00";15;13;10;15;15
"2024-06-03T00:34:00+00:00";14;13;10;14;14
"2024-06-03T00:35:00+00:00";14;13;10;14;14
"2024-06-03T00:36:00+00:00";null;null;null;null;null
"2024-06-03T00:37:00+00:00";14;13;10;14;14
"2024-06-03T00:38:00+00:00";14;13;10;14;14
"2024-06-03T00:39:00+00:00";14;13;10;14;14
"2024-06-03T00:40:00+00:00";15;13;10;14;15
"2024-06-03T00:41:00+00:00";14;13;9;14;14
"2024-06-03T00:42:00+00:00";13;12;9;13;13
"2024-06-03T00:43:00+00:00";15;13;10;14;15
"2024-06-03T00:44:00+00:00";14;12;9;13;14
"2024-06-03T00:45:00+00:00";null;null;null;null;null
"2024-06-03T00:46:00+00:00";14;13;10;14;14
"2024-06-03T00:47:00+00:00";14;13;10;14;14
"2024-06-03T00:48:00+00:00";15;14;11;15;15
"2024-06-03T00:49:00+00:00";16;14;10;15;16
"2024-06-03T00:50:00+00:00";15;14;10;15;15
"2024-06-03T00:51:00+00:00";15;14;10;15;15
"2024-06-03T00:52:00+00:00";14;13;10;14;14
"2024-06-03T00:53:00+00:00";14;13;10;14;14
"2024-06-03T00:54:00+00:00";14;13;10;14;14
"2024-06-03T00:55:00+00:00";null;null;null;null;null
"2024-06-03T00:56:00+00:00";14;13;10;13;14
"2024-06-03T00:57:00+00:00";14;12;9;13;14
"2024-06-03T00:58:00+00:00";14;13;10;14;14
"2024-06-03T00:59:00+00:00";13;12;9;12;13
"2024-06-03T01:00:00+00:00";13;13;9;13;13
"2024-06-03T01:01:00+00:00";14;13;10;14;14
