sep=;
"Time";"PM10";"PM2.5";"PM1";"PM 4";"PM TOT"
"2024-04-27T00:00:00+00:00";3;1;1;2;3
"2024-04-27T00:01:00+00:00";4;1;1;2;4
"2024-04-27T00:02:00+00:00";3;1;0;2;3
"2024-04-27T00:03:00+00:00";3;1;1;2;3
"2024-04-27T00:04:00+00:00";3;1;1;2;3
"2024-04-27T00:05:00+00:00";null;null;null;null;null
"2024-04-27T00:06:00+00:00";4;2;1;3;4
"2024-04-27T00:07:00+00:00";2;1;0;2;2
"2024-04-27T00:08:00+00:00";3;1;1;2;3
"2024-04-27T00:09:00+00:00";4;2;1;2;4
"2024-04-27T00:10:00+00:00";2;1;0;1;2
"2024-04-27T00:11:00+00:00";1;1;0;1;1
"2024-04-27T00:12:00+00:00";3;1;1;2;3
"2024-04-27T00:13:00+00:00";2;1;0;1;2
"2024-04-27T00:14:00+00:00";1;1;0;1;1
"2024-04-27T00:15:00+00:00";null;null;null;null;null
"2024-04-27T00:16:00+00:00";1;1;0;1;1
"2024-04-27T00:17:00+00:00";2;1;1;2;2
"2024-04-27T00:18:00+00:00";4;2;1;2;4
"2024-04-27T00:19:00+00:00";2;1;0;1;2
"2024-04-27T00:20:00+00:00";2;1;0;1;2
"2024-04-27T00:21:00+00:00";3;2;1;2;3
"2024-04-27T00:22:00+00:00";2;1;1;2;2
"2024-04-27T00:23:00+00:00";3;1;1;2;3
"2024-04-27T00:24:00+00:00";3;2;1;2;3
"2024-04-27T00:25:00+00:00";null;null;null;null;null
"2024-04-27T00:26:00+00:00";3;2;1;3;3
"2024-04-27T00:27:00+00:00";3;2;1;2;3
"2024-04-27T00:28:00+00:00";3;2;1;2;3
"2024-04-27T00:29:00+00:00";2;1;1;2;2
"2024-04-27T00:30:00+00:00";3;1;1;2;3
"2024-04-27T00:31:00+00:00";4;2;1;3;4
"2024-04-27T00:32:00+00:00";3;1;1;2;3
"2024-04-27T00:33:00+00:00";3;1;1;2;3
"2024-04-27T00:34:00+00:00";null;null;null;null;null
"2024-04-27T00:35:00+00:00";2;1;1;2;2
"2024-04-27T00:36:00+00:00";2;1;0;1;2
"2024-04-27T00:37:00+00:00";1;1;0;1;1
"2024-04-27T00:38:00+00:00";1;1;0;1;1
"2024-04-27T00:39:00+00:00";2;1;0;1;2
"2024-04-27T00:40:00+00:00";1;1;0;1;1
"2024-04-27T00:41:00+00:00";2;0;0;1;2
"2024-04-27T00:42:00+00:00";1;0;0;1;1
"2024-04-27T00:43:00+00:00";1;1;0;1;1
"2024-04-27T00:44:00+00:00";null;null;null;null;null
"2024-04-27T00:45:00+00:00";1;0;0;1;1
"2024-04-27T00:46:00+00:00";1;0;0;1;1
"2024-04-27T00:47:00+00:00";1;0;0;1;1
"2024-04-27T00:48:00+00:00";1;0;0;0;1
"2024-04-27T00:49:00+00:00";1;1;0;1;1
"2024-04-27T00:50:00+00:00";0;0;0;0;0
"2024-04-27T00:51:00+00:00";0;0;0;0;0
"2024-04-27T00:52:00+00:00";0;0;0;0;0
"2024-04-27T00:53:00+00:00";1;0;0;0;1
"2024-04-27T00:54:00+00:00";null;null;null;null;null
"2024-04-27T00:55:00+00:00";0;0;0;0;0
"2024-04-27T00:56:00+00:00";0;0;0;0;0
"2024-04-27T00:57:00+00:00";2;0;0;0;2
"2024-04-27T00:58:00+00:00";0;0;0;0;0
"2024-04-27T00:59:00+00:00";0;0;0;0;0
"2024-04-27T01:00:00+00:00";0;0;0;0;0
"2024-04-27T01:01:00+00:00";0;0;0;0;0
"2024-04-27T01:02:00+00:00";0;0;0;0;0
"2024-04-27T01:03:00+00:00";null;null;null;null;null
"2024-04-27T01:04:00+00:00";0;0;0;0;0
"2024-04-27T01:05:00+00:00";0;0;0;0;0
"2024-04-27T01:06:00+00:00";0;0;0;0;0
"2024-04-27T01:07:00+00:00";0;0;0;0;0
"2024-04-27T01:08:00+00:00";0;0;0;0;0
"2024-04-27T01:09:00+00:00";0;0;0;0;0
"2024-04-27T01:10:00+00:00";0;0;0;0;0
"2024-04-27T01:11:00+00:00";0;0;0;0;0
"2024-04-27T01:12:00+00:00";0;0;0;0;0
"2024-04-27T01:13:00+00:00";null;null;null;null;null
"2024-04-27T01:14:00+00:00";0;0;0;0;0
"2024-04-27T01:15:00+00:00";0;0;0;0;0
"2024-04-27T01:16:00+00:00";0;0;0;0;0
"2024-04-27T01:17:00+00:00";0;0;0;0;0
"2024-04-27T01:18:00+00:00";0;0;0;0;0
"2024-04-27T01:19:00+00:00";0;0;0;0;0
"2024-04-27T01:20:00+00:00";0;0;0;0;0
"2024-04-27T01:21:00+00:00";0;0;0;0;0
"2024-04-27T01:22:00+00:00";0;0;0;0;0
"2024-04-27T01:23:00+00:00";null;null;null;null;null
"2024-04-27T01:24:00+00:00";0;0;0;0;0
"2024-04-27T01:25:00+00:00";0;0;0;0;0
"2024-04-27T01:26:00+00:00";0;0;0;0;0
"2024-04-27T01:27:00+00:00";0;0;0;0;0
"2024-04-27T01:28:00+00:00";0;0;0;0;0
"2024-04-27T01:29:00+00:00";0;0;0;0;0
"2024-04-27T01:30:00+00:00";0;0;0;0;0
"2024-04-27T01:31:00+00:00";0;0;0;0;0
"2024-04-27T01:32:00+00:00";0;0;0;0;0
"2024-04-27T01:33:00+00:00";null;null;null;null;null
"2024-04-27T01:34:00+00:00";0;0;0;0;0
"2024-04-27T01:35:00+00:00";0;0;0;0;0
"2024-04-27T01:36:00+00:00";0;0;0;0;0
"2024-04-27T01:37:00+00:00";0;0;0;0;0
"2024-04-27T01:38:00+00:00";0;0;0;0;0
"2024-04-27T01:39:00+00:00";0;0;0;0;0
"2024-04-27T01:40:00+00:00";0;0;0;0;0
"2024-04-27T01:41:00+00:00";0;0;0;0;0
"2024-04-27T01:42:00+00:00";null;null;null;null;null
"2024-04-27T01:43:00+00:00";1;0;0;0;1
"2024-04-27T01:44:00+00:00";0;0;0;0;0
"2024-04-27T01:45:00+00:00";0;0;0;0;0
"2024-04-27T01:46:00+00:00";0;0;0;0;0
"2024-04-27T01:47:00+00:00";0;0;0;0;0
"2024-04-27T01:48:00+00:00";0;0;0;0;0
"2024-04-27T01:49:00+00:00";1;0;0;0;1
"2024-04-27T01:50:00+00:00";0;0;0;0;0
"2024-04-27T01:51:00+00:00";0;0;0;0;0
"2024-04-27T01:52:00+00:00";null;null;null;null;null
"2024-04-27T01:53:00+00:00";0;0;0;0;0
"2024-04-27T01:54:00+00:00";0;0;0;0;0
"2024-04-27T01:55:00+00:00";1;0;0;0;1
"2024-04-27T01:56:00+00:00";2;1;0;1;2
"2024-04-27T01:57:00+00:00";0;0;0;0;0
"2024-04-27T01:58:00+00:00";1;0;0;1;1
"2024-04-27T01:59:00+00:00";0;0;0;0;0
"2024-04-27T02:00:00+00:00";0;0;0;0;0
"2024-04-27T02:01:00+00:00";null;null;null;null;null
"2024-04-27T02:02:00+00:00";0;0;0;0;0
"2024-04-27T02:03:00+00:00";0;0;0;0;0
"2024-04-27T02:04:00+00:00";0;0;0;0;0
"2024-04-27T02:05:00+00:00";0;0;0;0;0
"2024-04-27T02:06:00+00:00";1;0;0;0;1
"2024-04-27T02:07:00+00:00";0;0;0;0;0
"2024-04-27T02:08:00+00:00";0;0;0;0;0
"2024-04-27T02:09:00+00:00";0;0;0;0;0
"2024-04-27T02:10:00+00:00";0;0;0;0;0
"2024-04-27T02:11:00+00:00";null;null;null;null;null
"2024-04-27T02:12:00+00:00";0;0;0;0;0
"2024-04-27T02:13:00+00:00";0;0;0;0;0
"2024-04-27T02:14:00+00:00";0;0;0;0;0
"2024-04-27T02:15:00+00:00";0;0;0;0;0
"2024-04-27T02:16:00+00:00";0;0;0;0;0
"2024-04-27T02:17:00+00:00";0;0;0;0;0
"2024-04-27T02:18:00+00:00";1;1;1;1;1
"2024-04-27T02:19:00+00:00";0;0;0;0;0
"2024-04-27T02:20:00+00:00";0;0;0;0;0
"2024-04-27T02:21:00+00:00";null;null;null;null;null
"2024-04-27T02:22:00+00:00";0;0;0;0;0
"2024-04-27T02:23:00+00:00";0;0;0;0;0
"2024-04-27T02:24:00+00:00";0;0;0;0;0
"2024-04-27T02:25:00+00:00";0;0;0;0;0
"2024-04-27T02:26:00+00:00";0;0;0;0;0
"2024-04-27T02:27:00+00:00";0;0;0;0;0
"2024-04-27T02:28:00+00:00";0;0;0;0;0
"2024-04-27T02:29:00+00:00";0;0;0;0;0
"2024-04-27T02:30:00+00:00";0;0;0;0;0
"2024-04-27T02:31:00+00:00";null;null;null;null;null
"2024-04-27T02:32:00+00:00";0;0;0;0;0
"2024-04-27T02:33:00+00:00";0;0;0;0;0
"2024-04-27T02:34:00+00:00";0;0;0;0;0
"2024-04-27T02:35:00+00:00";0;0;0;0;0
"2024-04-27T02:36:00+00:00";0;0;0;0;5
"2024-04-27T02:37:00+00:00";0;0;0;0;0
"2024-04-27T02:38:00+00:00";0;0;0;0;1
"2024-04-27T02:39:00+00:00";0;0;0;0;0
"2024-04-27T02:40:00+00:00";0;0;0;0;0
"2024-04-27T02:41:00+00:00";null;null;null;null;null
"2024-04-27T02:42:00+00:00";1;0;0;0;1
"2024-04-27T02:43:00+00:00";0;0;0;0;0
"2024-04-27T02:44:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T02:45:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T02:46:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T02:47:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T02:48:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T02:49:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T02:50:00+00:00";null;null;null;null;null
"2024-04-27T02:51:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T02:52:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T02:53:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T02:54:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T02:55:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T02:56:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T02:57:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T02:58:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T02:59:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:00:00+00:00";null;null;null;null;null
"2024-04-27T03:01:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:02:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:03:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:04:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:05:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:06:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:07:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:08:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:09:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:10:00+00:00";null;null;null;null;null
"2024-04-27T03:11:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:12:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:13:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:14:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:15:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:16:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:17:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:18:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:19:00+00:00";null;null;null;null;null
"2024-04-27T03:20:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:21:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:22:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:23:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:24:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:25:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:26:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:27:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:28:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:29:00+00:00";null;null;null;null;null
"2024-04-27T03:30:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:31:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:32:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:33:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:34:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:35:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:36:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:37:00+00:00";-1;-2;-2;-1;-1
"2024-04-27T03:38:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:39:00+00:00";null;null;null;null;null
"2024-04-27T03:40:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T03:41:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:42:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T03:43:00+00:00";-1;-1;-1;-1;-1
"2024-04-27T03:44:00+00:00";-1;-1;-2;-1;-1
"2024-04-27T03:45:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T03:46:00+00:00";-1;-1;-2;-1;-1
"2024-04-27T03:47:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T03:48:00+00:00";null;null;null;null;null
"2024-04-27T03:49:00+00:00";-1;-1;-1;-1;0
"2024-04-27T03:50:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T03:51:00+00:00";-1;-2;-2;-2;-1
"2024-04-27T03:52:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T03:53:00+00:00";-1;-2;-2;-2;-1
"2024-04-27T03:54:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T03:55:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T03:56:00+00:00";-1;-2;-2;-2;-1
"2024-04-27T03:57:00+00:00";-1;-2;-2;-2;-1
"2024-04-27T03:58:00+00:00";null;null;null;null;null
"2024-04-27T03:59:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:00:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:01:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:02:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:03:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:04:00+00:00";-1;-1;-2;-1;2
"2024-04-27T04:05:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:06:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:07:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:08:00+00:00";null;null;null;null;null
"2024-04-27T04:09:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:10:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:11:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:12:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:13:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:14:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:15:00+00:00";-1;-1;-2;-1;-1
"2024-04-27T04:16:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:17:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:18:00+00:00";null;null;null;null;null
"2024-04-27T04:19:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:20:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:21:00+00:00";-2;-2;-2;-2;1
"2024-04-27T04:22:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:23:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:24:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:25:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:26:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:27:00+00:00";null;null;null;null;null
"2024-04-27T04:28:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:29:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:30:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:31:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:32:00+00:00";-1;-2;-2;-2;-1
"2024-04-27T04:33:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:34:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:35:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:36:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:37:00+00:00";null;null;null;null;null
"2024-04-27T04:38:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:39:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:40:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:41:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:42:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:43:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:44:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:45:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:46:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:47:00+00:00";null;null;null;null;null
"2024-04-27T04:48:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:49:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:50:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:51:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:52:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:53:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:54:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:55:00+00:00";-1;-2;-2;-2;0
"2024-04-27T04:56:00+00:00";null;null;null;null;null
"2024-04-27T04:57:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:58:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T04:59:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T05:00:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T05:01:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T05:02:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T05:03:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T05:04:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T05:05:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T05:06:00+00:00";null;null;null;null;null
"2024-04-27T05:07:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T05:08:00+00:00";-2;-2;-3;-2;-2
"2024-04-27T05:09:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T05:10:00+00:00";-2;-2;-3;-2;-2
"2024-04-27T05:11:00+00:00";-2;-2;-3;-2;-2
"2024-04-27T05:12:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T05:13:00+00:00";-2;-3;-3;-2;-2
"2024-04-27T05:14:00+00:00";-2;-2;-3;-2;-2
"2024-04-27T05:15:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T05:16:00+00:00";null;null;null;null;null
"2024-04-27T05:17:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:18:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:19:00+00:00";-2;-3;-3;-3;-2
"2024-04-27T05:20:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:21:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:22:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:23:00+00:00";-2;-2;-3;-2;-2
"2024-04-27T05:24:00+00:00";-2;-2;-2;-2;-2
"2024-04-27T05:25:00+00:00";null;null;null;null;null
"2024-04-27T05:26:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:27:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:28:00+00:00";-2;-3;-3;-3;-2
"2024-04-27T05:29:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:30:00+00:00";-2;-3;-3;-3;-2
"2024-04-27T05:31:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:32:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:33:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:34:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:35:00+00:00";null;null;null;null;null
"2024-04-27T05:36:00+00:00";-2;-3;-3;-3;-2
"2024-04-27T05:37:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:38:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:39:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:40:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:41:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:42:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:43:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:44:00+00:00";null;null;null;null;null
"2024-04-27T05:45:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:46:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:47:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:48:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:49:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:50:00+00:00";-3;-3;-3;-3;-3
"2024-04-27T05:51:00+00:00";-3;-3;-3;-3;-3
